,price,units,profit
0,8.189736749779136,549.858815186249,2303.7636851758416
1,8.536783735212675,437.75339968547235,1985.9925037271041
2,6.533935677775542,454.443415071389,1151.530382979552
3,8.865371965690722,470.6899233284936,2290.081557495568
4,6.269489331477595,445.09007101556034,1010.1271677164192
5,6.957162739755244,609.442835886571,1802.2216462945378
6,7.077724109299812,495.970022472168,1526.4588956525608
7,5.834615379731257,461.2520822624593,846.2201640517749
8,7.196008438226257,508.0326643597222,1623.67668218824
9,5.39460217972623,450.4515387136096,628.2006977510343
10,6.85890472584813,322.8483913663912,922.9927918098424
11,7.52526626379594,489.1380860085308,1724.3419929435906
12,8.898813527378417,452.0439415050951,2214.478975614618
13,7.728730831317857,526.7240864290752,1964.0123406658242
14,6.66643283436919,493.9508812209888,1317.0868482532403
15,8.554045633966199,599.1637396544307,2728.6190126041206
16,6.871460111095604,231.15914640164266,663.7642682072258
17,7.942183405307133,488.84598533486644,1927.1205311381245
18,5.870094777451494,387.0682461862512,723.8543057102177
19,7.812170970923137,430.61466784474885,1641.5767364114602
20,6.463285858967231,580.2618102252596,1429.350711626609
21,5.07062152854417,397.37763830489683,425.44105453126105
22,8.259726988650673,519.144991319526,2211.415930546604
23,3.947284202621841,487.9640086687648,-25.723411808816888
24,8.530700906950278,304.24083406469083,1378.4242228282037
25,4.911450103905638,463.06532642424776,422.0609398844789
26,7.596879868988834,540.4311597794947,1943.8659591851526
27,4.262988254819791,656.688260984807,172.70129971703787
28,5.394736380777022,462.49944310528895,645.0647993880591
29,6.746192312795343,441.61249933537397,1212.7528509091426
30,7.465180585233708,420.4879941612026,1457.066833691264
31,6.128288847172874,589.9516291406095,1255.5874726714264
32,4.888728113622985,583.927649663701,518.9529185779244
33,5.241332614428147,383.99627704529746,476.6671025153143
34,6.3965979206749966,401.7709679685942,962.8834664211136
35,8.092243744550057,595.4352856238652,2436.6663228786388
36,7.081031360434511,447.96342301949426,1380.1893546506528
37,6.394932348584397,480.0494024681882,1149.6858428896742
38,8.612648235574284,515.6529136573477,2378.525502350303
39,7.424316751422512,334.6693530724176,1146.0138719136148
40,6.860057557259043,664.3447422208625,1900.0642006140883
41,7.800559765040851,472.2321357945672,1794.7464550601396
42,6.052288311156383,548.8064076260907,1126.3089754587513
43,7.053608137038628,504.0432740980629,1539.1506432054364
44,5.505786468298902,607.021076730896,914.0441233136129
45,5.013553741709281,605.0740490738731,613.2750664500089
46,9.143846360107052,500.71346932136163,2575.59315662526
